"","broadband","blogs","onlinenews","income","age","race","educ1","interest","age1","sex","pid"
"1949",NA,NA,NA,"[1,4]",20,"Non-Whte","HS or Less",3,"[18,40]","Female","Democrat"
"1950",NA,NA,NA,"[1,4]",82,"White","Some College",1,"(57,86]","Female","Repubican"
"1951","Dial-Up",NA,NA,"[1,4]",24,"Non-Whte","Some College",3,"[18,40]","Male","Democrat"
"1952","Dial-Up",NA,NA,"[1,4]",31,"Non-Whte","Some College",3,"[18,40]","Female","Democrat"
"1953","High Speed",0,0,"(4,6]",30,"Non-Whte","Some College",2,"[18,40]","Female","Democrat"
"1954","Dial-Up",NA,NA,"(6,8]",61,"White","Some College",1,"(57,86]","Male","Repubican"
"1955",NA,NA,NA,NA,71,"Non-Whte","HS or Less",1,"(57,86]","Male","Independent"
"1956",NA,NA,NA,"[1,4]",55,"Non-Whte","HS or Less",2,"(40,57]","Male","Democrat"
"1957",NA,NA,NA,NA,38,"Non-Whte","HS or Less",1,"[18,40]","Male","Repubican"
"1958","High Speed",0,0.5,"[1,4]",65,"Non-Whte","HS or Less",2,"(57,86]","Male","Democrat"
"1959",NA,NA,NA,NA,84,"Non-Whte","HS or Less",1,"(57,86]","Female","Democrat"
"1960","Dial-Up",0,0,"[1,4]",62,"White","Some College",1,"(57,86]","Male","Independent"
"1961","Dial-Up",0,0,"(4,6]",36,"White","College",2,"[18,40]","Female","Democrat"
"1962",NA,NA,NA,"[1,4]",47,"Non-Whte","HS or Less",3,"(40,57]","Male","Independent"
"1963","Dial-Up",0,0,"[1,4]",21,"White","Some College",2,"[18,40]","Male","Repubican"
"1964",NA,NA,NA,"[1,4]",57,"Non-Whte","HS or Less",2,"(40,57]","Female","Democrat"
"1965",NA,NA,NA,"[1,4]",50,"Non-Whte","HS or Less",1,"(40,57]","Female","Democrat"
"1966","Dial-Up",0,0,"(6,8]",47,"Non-Whte","Some College",2,"(40,57]","Male","Independent"
"1967","Dial-Up",NA,NA,"(4,6]",42,"White","Some College",2,"(40,57]","Female","Independent"
"1968","Dial-Up",NA,NA,"(4,6]",50,"White","Some College",1,"(40,57]","Male","Repubican"
"1969","High Speed",NA,NA,"(6,8]",38,"White","Some College",1,"[18,40]","Male","Independent"
"1970","High Speed",0,0,"(6,8]",60,"White","Some College",1,"(57,86]","Female","Repubican"
"1971","Dial-Up",0,0,"(6,8]",41,"White","College",1,"(40,57]","Female","Repubican"
"1972","High Speed",0,0,"(4,6]",50,"White","College",1,"(40,57]","Female","Repubican"
"1973",NA,NA,NA,"(6,8]",45,"White","College",2,"(40,57]","Female","Repubican"
"1974","High Speed",0,0.5,"(4,6]",38,"White","HS or Less",2,"[18,40]","Female","Repubican"
"1975",NA,0,0,"[1,4]",29,"White","HS or Less",1,"[18,40]","Female","Repubican"
"1976",NA,NA,NA,"[1,4]",53,"Non-Whte","HS or Less",1,"(40,57]","Female","Democrat"
"1977","Dial-Up",0,0,"(6,8]",63,"White","College",1,"(57,86]","Male","Repubican"
"1978","Dial-Up",0,0,"[1,4]",50,"Non-Whte","HS or Less",1,"(40,57]","Male","Democrat"
"1979",NA,NA,NA,NA,85,"White",NA,NA,"(57,86]","Female","Independent"
"1980","Dial-Up",NA,NA,NA,39,"Non-Whte","Some College",1,"[18,40]","Female","Democrat"
"1981","High Speed",NA,NA,"(6,8]",34,"White","College",1,"[18,40]","Male","Repubican"
"1982","Dial-Up",NA,NA,NA,67,"White","Some College",1,"(57,86]","Female","Independent"
"1983",NA,NA,NA,NA,80,"White","HS or Less",4,"(57,86]","Male","Democrat"
"1984",NA,NA,NA,NA,68,"White","HS or Less",2,"(57,86]","Female","Independent"
"1985","High Speed",1,0,"[1,4]",25,"Non-Whte","College",2,"[18,40]","Female","Democrat"
"1986","Dial-Up",0,0,"(4,6]",31,"White","Some College",2,"[18,40]","Male","Independent"
"1987","High Speed",NA,NA,"(6,8]",41,"White","College",1,"(40,57]","Male","Repubican"
"1988",NA,NA,NA,"[1,4]",65,"White","College",2,"(57,86]","Male","Repubican"
"1989","High Speed",0,0,"(6,8]",39,"White","Some College",1,"[18,40]","Male","Repubican"
"1990",NA,NA,NA,"[1,4]",23,"Non-Whte","HS or Less",4,"[18,40]","Male","Independent"
"1991","Dial-Up",NA,NA,"(4,6]",35,"White","College",1,"[18,40]","Male","Repubican"
"1992",NA,0,0,"[1,4]",48,"Non-Whte","College",3,"(40,57]","Female","Independent"
"1993",NA,NA,NA,NA,66,"White","Some College",1,"(57,86]","Male","Repubican"
"1994",NA,NA,NA,"(6,8]",41,"Non-Whte","Some College",1,"(40,57]","Female","Democrat"
"1995","High Speed",NA,NA,"(4,6]",25,"White","College",1,"[18,40]","Female","Democrat"
"1996",NA,NA,NA,"[1,4]",34,"Non-Whte","Some College",2,"[18,40]","Female","Democrat"
"1997",NA,NA,NA,"[1,4]",71,"White","HS or Less",NA,"(57,86]","Female","Democrat"
"1998",NA,NA,NA,"[1,4]",38,"Non-Whte","HS or Less",2,"[18,40]","Male","Democrat"
"1999","Dial-Up",0,0,"(4,6]",75,"White","College",1,"(57,86]","Male","Repubican"
"2000",NA,NA,NA,"(4,6]",69,"White","HS or Less",1,"(57,86]","Male","Repubican"
"2001",NA,NA,NA,"(6,8]",36,"White","Some College",1,"[18,40]","Male","Repubican"
"2002","Dial-Up",NA,NA,NA,18,"Non-Whte","HS or Less",1,"[18,40]","Male","Democrat"
"2003","High Speed",0,0,"(6,8]",41,"White","College",1,"(40,57]","Female","Repubican"
"2004",NA,NA,NA,NA,18,"Non-Whte","HS or Less",4,"[18,40]","Male","Democrat"
"2005",NA,NA,NA,"[1,4]",55,"Non-Whte","HS or Less",1,"(40,57]","Female","Democrat"
"2006",NA,NA,NA,"[1,4]",72,"White","HS or Less",1,"(57,86]","Female","Democrat"
"2007","Dial-Up",0,0,"[1,4]",75,"White","College",1,"(57,86]","Female","Independent"
"2008",NA,NA,NA,"[1,4]",62,"White","Some College",1,"(57,86]","Female","Independent"
"2009",NA,NA,NA,NA,34,"White","HS or Less",4,"[18,40]","Female","Independent"
"2010","High Speed",NA,NA,"(4,6]",30,"White","HS or Less",3,"[18,40]","Male","Independent"
"2011",NA,NA,NA,NA,64,"White","HS or Less",1,"(57,86]","Female","Repubican"
"2012","Dial-Up",NA,NA,"(6,8]",51,"White","Some College",1,"(40,57]","Male","Independent"
"2013",NA,NA,NA,"[1,4]",36,"White","HS or Less",2,"[18,40]","Female","Democrat"
"2014",NA,NA,NA,"[1,4]",29,"Non-Whte","HS or Less",3,"[18,40]","Male","Independent"
"2015",NA,NA,NA,NA,NA,"Non-Whte",NA,4,NA,"Female","Democrat"
"2016",NA,0,0,"(6,8]",78,"White","College",1,"(57,86]","Female","Repubican"
"2017",NA,NA,NA,"[1,4]",34,"White","HS or Less",3,"[18,40]","Male","Independent"
"2018","High Speed",NA,NA,"(6,8]",54,"White","Some College",1,"(40,57]","Female","Repubican"
"2019","High Speed",1,0.5,"(4,6]",NA,"White","College",1,NA,"Female","Independent"
"2020","Dial-Up",0,0,"(4,6]",NA,"White","College",1,NA,"Female","Independent"
"2021",NA,NA,NA,"[1,4]",45,"Non-Whte","HS or Less",3,"(40,57]","Female","Democrat"
"2022",NA,NA,NA,NA,21,"White","HS or Less",4,"[18,40]","Male","Independent"
"2023","High Speed",0,0,NA,18,"White","HS or Less",2,"[18,40]","Male","Independent"
"2024",NA,NA,NA,"(6,8]",40,"White","College",1,"[18,40]","Female","Repubican"
"2025",NA,0,0,"(6,8]",43,"White","College",1,"(40,57]","Male","Repubican"
"2026","Dial-Up",NA,NA,"[1,4]",19,"White","HS or Less",1,"[18,40]","Female","Independent"
"2027","High Speed",NA,NA,"(6,8]",34,"Non-Whte","College",1,"[18,40]","Male","Repubican"
"2028","Dial-Up",0,0,"[1,4]",24,"White","College",2,"[18,40]","Male","Independent"
"2029",NA,NA,NA,NA,50,"White","HS or Less",2,"(40,57]","Female","Independent"
"2030",NA,NA,NA,NA,50,"Non-Whte","HS or Less",1,"(40,57]","Male","Independent"
"2031",NA,0,0,"(4,6]",59,"White","Some College",1,"(57,86]","Male","Repubican"
"2032","High Speed",NA,NA,"(6,8]",59,"White","College",1,"(57,86]","Male","Independent"
"2033","Dial-Up",0.5,0,NA,20,"Non-Whte","Some College",3,"[18,40]","Male","Independent"
"2034",NA,NA,NA,"(4,6]",86,"White","College",1,"(57,86]","Male","Repubican"
"2035",NA,NA,NA,"[1,4]",27,"White","HS or Less",1,"[18,40]","Female","Democrat"
"2036",NA,NA,NA,NA,80,"White","Some College",2,"(57,86]","Male","Independent"
"2037",NA,NA,NA,"(6,8]",61,"White","College",1,"(57,86]","Female","Repubican"
"2038","High Speed",0,0,"(4,6]",44,"White","HS or Less",2,"(40,57]","Female","Democrat"
"2039","High Speed",NA,NA,"(6,8]",30,"White","College",3,"[18,40]","Female","Democrat"
"2040",NA,NA,NA,"[1,4]",59,"Non-Whte","HS or Less",1,"(57,86]","Male","Repubican"
"2041","High Speed",0,1,"(6,8]",41,"White","College",1,"(40,57]","Female","Democrat"
"2042","High Speed",0,0,"(6,8]",37,"White","College",3,"[18,40]","Female","Independent"
"2043",NA,NA,NA,NA,18,"Non-Whte","HS or Less",4,"[18,40]","Male","Democrat"
"2044","High Speed",0,0,"(6,8]",48,"White","Some College",1,"(40,57]","Male","Independent"
"2045",NA,NA,NA,"(4,6]",61,"White","College",2,"(57,86]","Female","Democrat"
"2046","High Speed",0,0,"[1,4]",42,"White","Some College",2,"(40,57]","Male","Independent"
"2047","Dial-Up",0,0,"(6,8]",40,"White","College",1,"[18,40]","Female","Democrat"
"2048",NA,NA,NA,NA,71,"White","HS or Less",1,"(57,86]","Male","Democrat"
"2049",NA,NA,NA,NA,45,"Non-Whte","HS or Less",1,"(40,57]","Male","Independent"
"2050",NA,NA,NA,"[1,4]",88,"White","College",2,NA,"Female","Democrat"
"2051",NA,NA,NA,"[1,4]",52,"White","College",4,"(40,57]","Female","Repubican"
"2052","High Speed",NA,NA,NA,33,"White","College",1,"[18,40]","Female","Democrat"
"2053",NA,NA,NA,"(4,6]",54,"White","College",1,"(40,57]","Male","Democrat"
"2054","High Speed",0,0,"(4,6]",50,"White","College",1,"(40,57]","Female","Independent"
"2055","High Speed",0,0,"(6,8]",36,"White","College",1,"[18,40]","Male","Repubican"
"2056",NA,NA,NA,"[1,4]",65,"White","HS or Less",1,"(57,86]","Female","Independent"
"2057",NA,NA,NA,NA,43,"White","HS or Less",1,"(40,57]","Female","Repubican"
"2058","Dial-Up",0,0,NA,70,"Non-Whte","College",1,"(57,86]","Female","Democrat"
"2059",NA,NA,NA,"[1,4]",46,"Non-Whte","HS or Less",1,"(40,57]","Female","Democrat"
"2060",NA,NA,NA,"[1,4]",63,"Non-Whte","HS or Less",4,"(57,86]","Male","Democrat"
"2061",NA,NA,NA,NA,57,"White","HS or Less",1,"(40,57]","Female","Repubican"
"2062",NA,NA,NA,NA,NA,"White","College",1,NA,"Female","Democrat"
"2063","High Speed",0.5,0,"[1,4]",38,"White","HS or Less",1,"[18,40]","Female","Independent"
"2064","Dial-Up",0.5,0,"(4,6]",46,"White","Some College",2,"(40,57]","Female","Democrat"
"2065",NA,0,0,"(4,6]",56,"White","Some College",1,"(40,57]","Male","Independent"
"2066","Dial-Up",NA,NA,NA,43,"White","Some College",3,"(40,57]","Female","Independent"
"2067","High Speed",0,0,"(6,8]",53,"White","College",1,"(40,57]","Male","Independent"
"2068","Dial-Up",0,0.5,"[1,4]",59,"White","Some College",1,"(57,86]","Female","Repubican"
"2069","Dial-Up",0,0,"(4,6]",35,"White","Some College",2,"[18,40]","Female","Repubican"
"2070",NA,NA,NA,"[1,4]",83,"White","HS or Less",1,"(57,86]","Male","Democrat"
"2071",NA,NA,NA,"(4,6]",26,"White","HS or Less",4,"[18,40]","Male","Democrat"
"2072","Dial-Up",0,0,NA,52,"White","Some College",2,"(40,57]","Female","Independent"
"2073",NA,0,0,"(4,6]",26,"White","HS or Less",2,"[18,40]","Female","Democrat"
"2074","Dial-Up",0.5,0,"(6,8]",45,"White","College",2,"(40,57]","Male","Independent"
"2075","High Speed",NA,NA,"(6,8]",34,"White","College",1,"[18,40]","Male","Repubican"
"2076","High Speed",NA,NA,"(4,6]",60,"White","College",1,"(57,86]","Female","Independent"
"2077","High Speed",NA,NA,"(4,6]",47,"White","Some College",1,"(40,57]","Male","Repubican"
"2078",NA,NA,NA,"(6,8]",80,"White","College",1,"(57,86]","Female","Repubican"
"2079","High Speed",0.5,0.5,"(6,8]",30,"White","College",1,"[18,40]","Male","Independent"
"2080","Dial-Up",NA,NA,"(6,8]",50,"White","Some College",1,"(40,57]","Female","Repubican"
"2081","Dial-Up",0,0,"(4,6]",57,"White","Some College",1,"(40,57]","Female","Repubican"
"2082",NA,NA,NA,"[1,4]",27,"White","Some College",2,"[18,40]","Female","Repubican"
"2083","Dial-Up",0,0,"(4,6]",58,"White","College",1,"(57,86]","Female","Democrat"
"2084",NA,NA,NA,"[1,4]",85,"White","HS or Less",1,"(57,86]","Female","Independent"
"2085",NA,NA,NA,"[1,4]",62,"White","Some College",4,"(57,86]","Male","Democrat"
"2086","Dial-Up",0,0.5,"(6,8]",46,"White","Some College",1,"(40,57]","Male","Independent"
"2087",NA,NA,NA,"[1,4]",82,"White","Some College",1,"(57,86]","Female","Democrat"
"2088","Dial-Up",0,0,"[1,4]",70,"White","HS or Less",1,"(57,86]","Female","Independent"
"2089",NA,NA,NA,"[1,4]",39,"White","College",2,"[18,40]","Female","Independent"
"2090","High Speed",NA,NA,"(4,6]",47,"White","College",2,"(40,57]","Male","Independent"
"2091",NA,NA,NA,"(4,6]",31,"White","Some College",1,"[18,40]","Male","Independent"
"2092",NA,NA,NA,NA,61,"White","Some College",1,"(57,86]","Male","Democrat"
"2093",NA,1,0,"(4,6]",19,"White","HS or Less",1,"[18,40]","Male","Repubican"
"2094",NA,NA,NA,"[1,4]",32,"White","HS or Less",1,"[18,40]","Male","Independent"
"2095","High Speed",NA,NA,"[1,4]",57,"White","Some College",1,"(40,57]","Female","Repubican"
"2096",NA,NA,NA,"[1,4]",35,"White","HS or Less",4,"[18,40]","Female","Independent"
"2097",NA,0,0,NA,56,"White","HS or Less",2,"(40,57]","Male","Repubican"
"2098","High Speed",NA,NA,NA,72,"White","College",1,"(57,86]","Male","Repubican"
"2099",NA,NA,NA,NA,82,"White","Some College",1,"(57,86]","Female","Independent"
"2100","Dial-Up",0,0,"(4,6]",74,"White","HS or Less",1,"(57,86]","Female","Repubican"
"2101",NA,NA,NA,"[1,4]",26,"Non-Whte","HS or Less",1,"[18,40]","Female","Democrat"
"2102","Dial-Up",NA,NA,"[1,4]",54,"White","Some College",1,"(40,57]","Male","Repubican"
"2103","Dial-Up",0,0,"(4,6]",19,"Non-Whte","HS or Less",1,"[18,40]","Male","Democrat"
"2104","High Speed",0,0,"[1,4]",22,"White","College",2,"[18,40]","Female","Independent"
"2105",NA,NA,NA,NA,77,"White","Some College",1,"(57,86]","Female","Repubican"
"2106",NA,NA,NA,"[1,4]",56,"White","HS or Less",2,"(40,57]","Female","Democrat"
"2107","High Speed",0,0,NA,71,"White","College",1,"(57,86]","Male","Democrat"
"2108",NA,NA,NA,"[1,4]",70,"White","HS or Less",1,"(57,86]","Female","Independent"
"2109","Dial-Up",NA,NA,"[1,4]",54,"White","HS or Less",1,"(40,57]","Male","Repubican"
"2110",NA,NA,NA,"[1,4]",33,"White","Some College",4,"[18,40]","Male","Independent"
"2111",NA,NA,NA,"[1,4]",43,"White","HS or Less",1,"(40,57]","Female","Democrat"
"2112",NA,NA,NA,NA,75,"White","HS or Less",1,"(57,86]","Female","Independent"
"2113","High Speed",NA,NA,"(6,8]",55,"Non-Whte","College",1,"(40,57]","Male","Repubican"
"2114","High Speed",0.5,0.5,"[1,4]",52,"White","HS or Less",1,"(40,57]","Male","Democrat"
"2115",NA,0,0,"[1,4]",30,"White","HS or Less",2,"[18,40]","Female","Repubican"
"2116","High Speed",0,0,"(6,8]",58,"White","College",1,"(57,86]","Male","Repubican"
"2117",NA,NA,NA,"(4,6]",48,"White","Some College",1,"(40,57]","Female","Democrat"
"2118",NA,NA,NA,"[1,4]",78,"White","HS or Less",1,"(57,86]","Female","Independent"
"2119","High Speed",0,0,"(6,8]",35,"White","College",2,"[18,40]","Female","Repubican"
"2120","High Speed",0,0,"(4,6]",82,"White","Some College",1,"(57,86]","Male","Independent"
"2121","High Speed",0,0,"(6,8]",69,"White","College",1,"(57,86]","Female","Repubican"
"2122","Dial-Up",0,0,"(4,6]",41,"White","College",1,"(40,57]","Female","Democrat"
"2123",NA,0,0,"[1,4]",23,"Non-Whte","HS or Less",1,"[18,40]","Female","Independent"
"2124","High Speed",0,0,"(6,8]",35,"White","College",1,"[18,40]","Male","Repubican"
"2125","Dial-Up",0,0,"(6,8]",19,"White","Some College",2,"[18,40]","Female","Independent"
"2126",NA,NA,NA,"(6,8]",44,"White","HS or Less",2,"(40,57]","Female","Independent"
"2127","High Speed",0,0,"(6,8]",30,"White","College",2,"[18,40]","Male","Independent"
"2128","Dial-Up",NA,NA,"(4,6]",45,"White","College",2,"(40,57]","Female","Independent"
"2129","Dial-Up",NA,NA,"(6,8]",72,"White","HS or Less",1,"(57,86]","Male","Democrat"
"2130",NA,NA,NA,"[1,4]",72,"White","Some College",1,"(57,86]","Female","Repubican"
"2131","Dial-Up",0,0,"[1,4]",62,"White","Some College",1,"(57,86]","Female","Independent"
"2132","High Speed",NA,NA,"(6,8]",57,"White","Some College",1,"(40,57]","Male","Independent"
"2133","High Speed",0,0,NA,44,"White","HS or Less",1,"(40,57]","Female","Repubican"
"2134","High Speed",0,0,"(6,8]",18,"Non-Whte","HS or Less",1,"[18,40]","Male","Independent"
"2135",NA,NA,NA,NA,NA,"White",NA,1,NA,"Female","Independent"
"2136",NA,NA,NA,NA,84,"White","College",1,"(57,86]","Female","Independent"
"2137","High Speed",NA,NA,"[1,4]",55,"White","Some College",1,"(40,57]","Female","Repubican"
"2138",NA,NA,NA,NA,66,"Non-Whte",NA,1,"(57,86]","Male","Independent"
"2139",NA,NA,NA,"(4,6]",62,"White","HS or Less",1,"(57,86]","Female","Independent"
"2140",NA,NA,NA,"[1,4]",65,"White","HS or Less",NA,"(57,86]","Male","Independent"
"2141","Dial-Up",NA,0,"[1,4]",69,"White","HS or Less",2,"(57,86]","Male","Independent"
"2142","Dial-Up",0,0,"[1,4]",41,"White","HS or Less",2,"(40,57]","Male","Democrat"
"2143",NA,NA,NA,"[1,4]",42,"White","HS or Less",1,"(40,57]","Female","Repubican"
"2144",NA,NA,NA,"[1,4]",28,"Non-Whte","HS or Less",1,"[18,40]","Female","Independent"
"2145",NA,0,0,NA,28,"White","HS or Less",3,"[18,40]","Female","Repubican"
"2146",NA,NA,NA,"(4,6]",66,"White","HS or Less",2,"(57,86]","Female","Independent"
"2147","Dial-Up",0,0,"(6,8]",50,"White","Some College",1,"(40,57]","Male","Independent"
"2148","High Speed",0,0.5,"(6,8]",46,"White","College",1,"(40,57]","Female","Repubican"
"2149",NA,NA,NA,"[1,4]",72,"White","HS or Less",1,"(57,86]","Male","Independent"
"2150","High Speed",NA,NA,NA,53,"White","College",1,"(40,57]","Female","Repubican"
"2151","Dial-Up",NA,NA,"[1,4]",67,"White","HS or Less",2,"(57,86]","Female","Repubican"
"2152","Dial-Up",NA,NA,"[1,4]",45,"White","HS or Less",2,"(40,57]","Female","Independent"
"2153",NA,NA,NA,"[1,4]",40,"White","HS or Less",4,"[18,40]","Male","Independent"
"2154",NA,NA,NA,"(4,6]",36,"White","HS or Less",4,"[18,40]","Male","Independent"
"2155",NA,NA,NA,"[1,4]",63,"White","HS or Less",4,"(57,86]","Male","Democrat"
"2156","High Speed",NA,NA,"(6,8]",27,"White","College",2,"[18,40]","Male","Repubican"
"2157","Dial-Up",NA,NA,"(4,6]",62,"White","College",2,"(57,86]","Female","Democrat"
"2158","High Speed",0,0,"(6,8]",62,"White","College",1,"(57,86]","Male","Repubican"
"2159","High Speed",0,0,"(6,8]",46,"White","College",1,"(40,57]","Male","Repubican"
"2160","Dial-Up",0,0,"(6,8]",45,"White","HS or Less",3,"(40,57]","Female","Independent"
"2161",NA,NA,NA,NA,18,"Non-Whte","HS or Less",3,"[18,40]","Female","Independent"
"2162","High Speed",0.5,0,"(6,8]",33,"White","College",2,"[18,40]","Female","Independent"
"2163","High Speed",NA,NA,"(4,6]",19,"White","HS or Less",3,"[18,40]","Male","Independent"
"2164",NA,NA,NA,"(4,6]",31,"White","College",2,"[18,40]","Female","Repubican"
"2165",NA,0,0,"(4,6]",42,"White","HS or Less",1,"(40,57]","Male","Independent"
"2166",NA,NA,NA,NA,78,"White","Some College",1,"(57,86]","Female","Democrat"
"2167","Dial-Up",NA,NA,"[1,4]",28,"White","HS or Less",1,"[18,40]","Female","Repubican"
"2168","Dial-Up",0,0,"(4,6]",46,"White","College",2,"(40,57]","Male","Repubican"
"2169","High Speed",0.5,0.5,"[1,4]",27,"White","HS or Less",2,"[18,40]","Female","Independent"
"2170","High Speed",NA,NA,"(6,8]",53,"White","College",1,"(40,57]","Female","Independent"
"2171","High Speed",NA,NA,"[1,4]",48,"White","Some College",1,"(40,57]","Male","Repubican"
"2172",NA,NA,NA,"[1,4]",43,"White","HS or Less",1,"(40,57]","Male","Independent"
"2173","High Speed",NA,NA,"(6,8]",45,"White","College",1,"(40,57]","Male","Independent"
"2174","High Speed",NA,NA,"(4,6]",28,"White","College",3,"[18,40]","Female","Democrat"
"2175","High Speed",0,1,"(6,8]",23,"Non-Whte","Some College",1,"[18,40]","Male","Democrat"
"2176","High Speed",0,0,"[1,4]",18,"Non-Whte","HS or Less",2,"[18,40]","Male","Democrat"
"2177","Dial-Up",NA,NA,"(6,8]",50,"White","College",1,"(40,57]","Female","Democrat"
"2178","High Speed",NA,NA,"(6,8]",51,"White","College",1,"(40,57]","Female","Democrat"
"2179",NA,NA,NA,"(6,8]",46,"White","HS or Less",2,"(40,57]","Male","Democrat"
"2180","Dial-Up",0,0.5,"(6,8]",62,"White","Some College",2,"(57,86]","Male","Democrat"
"2181","High Speed",NA,NA,"(6,8]",45,"White","College",1,"(40,57]","Female","Democrat"
"2182",NA,NA,NA,NA,NA,"White","HS or Less",3,NA,"Female","Democrat"
"2183",NA,NA,NA,"[1,4]",57,"White","HS or Less",1,"(40,57]","Female","Independent"
"2184","Dial-Up",0,0,"(4,6]",59,"White","HS or Less",2,"(57,86]","Male","Repubican"
"2185","High Speed",NA,NA,"(6,8]",58,"White","College",1,"(57,86]","Male","Democrat"
"2186",NA,0,0,"(6,8]",73,"White","College",1,"(57,86]","Male","Democrat"
"2187",NA,NA,NA,"[1,4]",60,"Non-Whte","HS or Less",3,"(57,86]","Female","Independent"
"2188",NA,NA,NA,"[1,4]",18,"Non-Whte","HS or Less",2,"[18,40]","Female","Democrat"
"2189",NA,NA,NA,NA,49,"White","HS or Less",3,"(40,57]","Female","Independent"
"2190",NA,NA,NA,NA,57,"White","College",1,"(40,57]","Female","Repubican"
"2191","High Speed",NA,NA,NA,24,"White","College",1,"[18,40]","Female","Repubican"
"2192",NA,NA,NA,"[1,4]",50,"Non-Whte","College",1,"(40,57]","Male","Independent"
"2193","Dial-Up",NA,NA,"(4,6]",57,"White","College",1,"(40,57]","Female","Repubican"
"2194","Dial-Up",NA,NA,"(4,6]",43,"White","HS or Less",1,"(40,57]","Female","Democrat"
"2195",NA,NA,NA,"[1,4]",49,"White","Some College",3,"(40,57]","Female","Repubican"
"2196",NA,NA,NA,NA,65,"White","HS or Less",2,"(57,86]","Male","Independent"
"2197",NA,NA,NA,"[1,4]",48,"White","College",1,"(40,57]","Female","Independent"
"2198",NA,NA,NA,"[1,4]",67,"White","HS or Less",1,"(57,86]","Female","Democrat"
"2199","Dial-Up",NA,NA,"(4,6]",54,"White","College",1,"(40,57]","Female","Democrat"
